"","B cells naive","B cells memory","Plasma cells","T cells CD8","T cells CD4 naive","T cells CD4 memory resting","T cells CD4 memory activated","T cells follicular helper","T cells regulatory (Tregs)","T cells gamma delta","NK cells resting","NK cells activated","Monocytes","Macrophages M0","Macrophages M1","Macrophages M2","Dendritic cells resting","Dendritic cells activated","Mast cells resting","Mast cells activated","Eosinophils","Neutrophils","P-value","Correlation","RMSE"
"BA3326R",0.000268349871765692,0.0117161513189349,0.00846855934320716,0,0.0544707155887129,0,0,0,0.00980039824580785,0.016491824540432,0.0678159349170735,0,0.71440495973562,0.0133320606340841,0,0.0813800724732621,0,0,0.0123165350506121,0,0.00953443828048725,0,0.006,0.295998363180401,1.02333695018572
"BA3297R",0.0144873983613141,0.0215724546080399,0,0.0448974174549831,0,0.201525608051875,0,0,0,0,0.112373314289065,0,0.432034778705192,0,0,0.0492034406163415,0,0,0.0267291192122304,0,0.0971764687009585,0,0.006,0.293219593524563,0.977657280640948
"BA3227R",0.0569932039417041,0,0.20769044534693,0.107790641425673,0,0.0712774003557013,0.00418830271294477,0,0,0,0.128306425586286,0,0.0799503378718593,0,0,0.019493821454439,0,0,0.198683269067539,0,0.125626152236923,0,0.01,0.266509138335506,0.972431999077164
"BA3412R",0.152163264017339,0,0.0200806885029965,0,0,0.0399277999922767,0,0.000856117685592548,0,0,0.0347823933328298,0,0.570207232434978,0,0,0.135320170744959,0,0,0.0157674320402596,0,0.030894901248768,0,0.037,0.171309880906326,1.06562396572624
"BA3250R",0.0201259193550472,0,0.00778385618764681,0.00630411688827396,0,0.105439173101674,0,0,0,0,0.0542501884270641,0,0.595912675828273,0,0,0.10634395187954,0.00275484872885227,0,0.0817409982099577,0,0.019344271393671,0,0.003,0.368167546837774,0.953276076441568
"BA3260R",0.00902119321496937,0,0,0.018794352882053,0,0.0244591525877393,0.0226449007111361,0.0131112886781715,0,0,0.05672301095458,0,0.288837275399838,0.123387161480806,0,0,0,0,0.0251159816176782,0,0.0654459447540211,0.352459737719007,0.006,0.288550550605497,1.04180376756904
"BA3176R",0.0131487226261559,0,0.106267302210304,0.0595063993140252,0,0.168903064609969,0,0,0,0,0.122305732820096,0,0.0826956952573359,0.0452477615255622,0.00301653851801477,0.0234478367796494,0,0,0.0164789420666586,0.0402387522617362,0.0982217098271999,0.220521542183293,0.044,0.158532116534576,1.03980875900946
"BA3258R",0.00403139796439473,0.013452700786115,0,0.00550910438033275,0.0281009441459968,0,0,0,0.0080165692936072,0,0.0511904540058934,0,0.813756148618779,0,0,0.0229587902176068,0,0,0.0135879989079869,0,0.0253526551029511,0.0140432365763365,0,0.608443356690987,0.803407478103737
"BA3295R",0.00527673912194552,0.0047116508025177,0.0221922580453297,0,0,0.128592924661279,0,0.00638628720220921,0,0,0.0640717778498392,0,0.402615703860298,0.0290620180732752,0.00257055849033693,0.0386004869727479,0,0,0.105597591029796,0,0.0888479906515453,0.10147401323888,0.003,0.337637431112941,0.958412224527214
"BA3136R",0.177974470960055,0,0.0501040278319433,0.0584426785897704,0,0.100252251672598,0.0129585947753731,0,0,0,0.170088564420571,0,0.201684937750193,0,0,0.0404366731253514,0,0,0.0257259927088082,0,0.162331808165337,0,0.004,0.313810928342906,0.956702919669361
"BA3234R",0,0.0039731781558285,0,0,0.0148694127387938,0.0027101092882993,0,0,0.00941349259866825,0,0.0536558574618652,0,0.772344692254794,0.0201024909771799,0,0.0233493987284367,0,0.00482191907035751,0.0227189089880733,0,0.0135689986340262,0.0584715411036772,0,0.599266305147846,0.8112986706666
"BA3087R",0.25493645673816,0.087582317161178,0.00857182607399803,0.00794181381762421,0,0.262185978968327,0,0,0,0,0.0888317819369627,0,0.137398401880096,0,0,0.0518087190876709,0,0.0040261152500117,0.0828021288192307,0.00616031898581209,0.00775414128092854,0,0.005,0.300400867415779,0.963729500660553
"BA3302R",0.0716058232689055,0,0.197748185672261,0.0179653329486926,0,0.121167420055284,0,0.0165879247693776,0.00318138284133644,0,0.0870094165015158,0,0.256897548976291,0,0.00416301901046015,0.024201768734479,0,0,0.00116991079039569,0.0384593693158064,0.147061436630878,0.0127814604843156,0.003,0.329319492674597,0.946244095228006
"BA3117R",0.011289569689236,0.101138666187884,0.0250466942722058,0.139880638826217,0,0.0821539870949846,0,0.00342896406186683,0.00661598635645683,0,0.284909026004152,0,0.225008764457755,0,0,0.00503811529282198,0,0.000300096109065391,0.0419922398340192,0.00316913667957409,0.0184253062925529,0.0516028088412086,0.00700000000000001,0.283630052165804,0.990179603149844
"BA3266R",0.059656803857473,0,0.0829355547881901,0.017584290878114,0,0.103512286254804,0.0033274175344208,0,0,0,0.10020696030664,0,0.160801924399921,0.0104565359685376,0,0.00451133788801589,0,0,0.0168650870918572,0,0.254342265598941,0.185799535433085,0.003,0.33119589483132,0.96022925847467
"BA3268R",0.0523792492686061,0,0.169798785901864,0.0560823972916555,0,0.262539477456938,0,0,0,0,0.0621529035208154,0,0.0365144530851923,0,9.79192566824016e-05,0.0279790695100297,0,0.000308026445482847,0.290554041515242,0.0292151444477426,0.0123785322997504,0,0.002,0.386210548989164,0.924587278071424
"BA3353R",0.054655697945938,0,0.188635614107481,0.0856172455780808,0,0.120707545833841,0.00918117112900812,0,0.000267897200122014,0,0.090988197758247,0,0.165589934555755,0,0,0.00526423789479363,0,0,0.065867779909727,0,0.210185379838082,0.00303929824892439,0.016,0.233683429961596,0.984871969206858
"BA3312R",0.00578127321782347,0,0.0200543991018545,0.0106006255152393,0,0.074421359955622,0,0,0,0,0.0454119991353379,0,0.365539597302295,0.0100711639890079,0.00503685006726867,0.0284891592535178,0,0,0.152857500640272,0,0.236545811072214,0.0451902607495483,0.019,0.213504075585881,1.02269065453324
"BA3119R",0.0729694590477854,0,0.105278965942373,0.0828510736851628,0,0.150662309477885,0,0,0,0,0.139151216452497,0,0.0814515655426411,0,0,0.0184066857494125,0,0,0.219342272195221,0,0.129886451907021,0,0.012,0.251749697627406,0.982524320548293
"BA3208R",0.0597863222362832,0.000937358372064215,0.258508106552237,0.0263653087070397,0,0.162585012613679,0,0.0154721818936335,0,0,0.093007997123964,0,0.196345904475755,0,0.00717388104761161,0.0773005058862726,0,0,0,0.0634743947868326,0.039043026304628,0,0.019,0.213559954232296,0.988604695018695
"BA3310R",0.0177452824354488,0,0.0728429240075849,0.0339735822295953,0,0.0435414315948718,0,0,0,0,0.131642059665478,0,0.138192126785289,0,0,0,0,0.00401574617136372,0.356315952067389,0,0.0207341998622339,0.180996695180746,0.003,0.334649146287601,0.962841956365167
"BA3211R",0.0441330965843172,0,0.0318474497438581,0.00652073710047782,0,0.0625085898083416,0.00883780380628724,0,0.00543895299677041,0,0.0903690336219315,0,0.177848180896041,0,0,0.0001690435937534,0,0,0.475070474331421,0,0.0872759528386756,0.00998068467812451,0.001,0.529600558057712,0.848837434472287
"BA3130R",0.0151571619966579,0,0.00429037411611061,0.0216324366363052,0,0.0073795545662332,0.0278615695563315,0,0,0,0.0736944004025052,0,0.56348326934397,0.0312133720728977,0,0.017861985655809,0,0,0.020437494329893,0,0,0.216988381323287,0.002,0.482635350727566,0.902931443652774
"BA3376R",0.0786942891435028,0,0.242486552609399,0.0139589590530187,0,0.0690885314732347,0,0,0,0,0.076753028051172,0,0.150825753776166,0,0,0.00865928262695448,0,0.00468764564402429,0.0990901989899605,0.000441243325363759,0.246202348495289,0.00911216681191499,0.004,0.31671101518856,0.951464024316664
"BA3137R",0.0294416939157259,0,0.0199694491093394,0.0460172585276157,0,0.0802388532247824,0.0180047624483387,0,0,0,0.0908010804231649,0,0.445539169629078,0,0,0.00476977041597972,0,0,0.123947154657505,0.0134206298288245,0.100306473058177,0.0275437047614694,0.00700000000000001,0.278937214458781,0.986212720763796
"BA3385R",0.0172189078788646,0.0121516201319624,0.0140615628091217,0.0513558081424177,0,0.164985828429011,0.00287940062823276,0,0,0,0.100758292491061,0,0.41690057807927,0.0137504160009382,0.0026329604211044,0.000267704995393258,0,0,0.0891424215729134,0,0.0699109606934631,0.0439835377262456,0.013,0.245853148094972,1.00041162106849
"BA3242R",0.107812246476397,0,0.0830087006452989,0.00111769939380383,0,0.0369608225768484,0.0186676562298521,0,0,0,0.0774641356405103,0,0.333251406397185,0.00161726743436739,0,0,0,0,0.0433657664080238,0,0.140137199728993,0.156597099068721,0.005,0.304976007430661,0.976374733090488
"BA3416R",0.00560561434872269,0.0205517656427043,0.147697722222683,0.0232329811484629,0,0.155634995435065,0,0.0175521136902285,0,0,0.102537985462092,0.00292018918971272,0.0196057530541925,0,0.00267817637792174,0.00983789158372603,0,0,0.463364315931453,0.0276633391789021,0,0.00111715673413273,0.003,0.353298416475064,0.958058622681603
"BA3123R",0.0272458110910105,0,0.00396207390761688,0.123653879701057,0,0.17854819419857,0,0,0.000782815029635511,0,0.242912955211403,0,0.225763799575386,0,0,0,0,0,0.0542238585454597,0.00899229563761419,0.0961749874398019,0.0377393296624453,0.003,0.357840837587785,0.947364788789833
