"","B cells naive","B cells memory","Plasma cells","T cells CD8","T cells CD4 naive","T cells CD4 memory resting","T cells CD4 memory activated","T cells follicular helper","T cells regulatory (Tregs)","T cells gamma delta","NK cells resting","NK cells activated","Monocytes","Macrophages M0","Macrophages M1","Macrophages M2","Dendritic cells resting","Dendritic cells activated","Mast cells resting","Mast cells activated","Eosinophils","Neutrophils","P-value","Correlation","RMSE"
"BA3251R",0.0210923996060001,0,0.0314991878239906,0.00416519801464908,0,0.0581447276139096,0,0.0114706362065875,0,0,0.0576947523265736,0,0.612538683430286,0,4.71514170430876e-05,0,0,0,0.039940611215849,0,0.151582227496717,0.0118244248483949,0.088,0.114665840995059,1.10658377976721
"BA3362R",0.0319602576836422,0,0,0.00291339865873288,0,0.0559858734688978,0,0.00191360358114077,0,0,0.037063797146337,0,0.563603080932988,0,0,0.264423142334329,0,0,0.0349658693329829,0,0.00717097686094974,0,0.022,0.205133213820851,1.05659936463867
"BA3187R",0.0484124824566128,0,0.0651478037273376,0.0404875528285896,0,0.0264659110224651,0.0164569578827922,0,0,0,0.0331413614516503,0,0.332406687819017,0.0626051410696607,0,0.0647782765624332,0,0,0.122697841520092,0,0.136158705187921,0.0512412784714285,0.057,0.142676269985563,1.04063937998051
"BA3435R",0.115727124062472,0,0.0192263820769199,0.0929345239078897,0,0.380182649334995,0.00688592679902345,0,0,0,0.132546758321929,0,0.1072234500082,0,0,0.0062278890492312,0,0.00152577621604294,0.0256387821335214,0,0.0474033311489342,0.0644774069408409,0.00700000000000001,0.282919714534252,0.981261333046381
"BA3261R",0.00530347302573692,0.00120167220584653,0.0209257275737725,0.0338986721782656,0,0.18140970366383,0,0.0198009598692411,0,0,0.0903187689547372,0,0.156002472517345,0.0330352272925043,0,0.0341837150305977,0,0,0.0302547802187393,0,0.209433611257956,0.184231216211429,0.012,0.250505633700277,1.00200284013211
"BA3317R",0.0711600884973535,0,0.254801952797089,0.113162405322653,0,0.137155941571193,0,0,0,0,0.111661886420526,0,0.0968818955903226,0,0,0.0204701876654632,0,0,0.122030006015044,0.0499593688003983,0.0227162673199579,0,0.005,0.302816733097456,0.956994949985822
"BA3299R",0.0410793348211219,0,0.047772602354187,0.031838812742334,0,0.06326440698348,0.00850333533625795,0,0.00887766727109984,0,0.0715975777269924,0,0.43962741611766,0.0157811227615078,0,0.0181119993786178,0,0.000359657960474785,0.0371167628667214,0,0.216069303679545,0,0.037,0.171501929724001,1.04046692182478
"BA3347R",0.0412509727854717,0,0.00443036886903059,0.0331498916674311,0,0.0485042861573601,0.0153619370535138,0,0,0,0.0556375297027381,0,0.666358624597942,0.027573881373959,0,0.00298531070954323,0,0,0.0197746413851192,0,0.0671260112189822,0.0178465444789088,0.054,0.145689065555791,1.10161421481368
"BA3126R",0.00436876198769023,0.00441320991782975,0.0151588392206159,0.00875304501724059,0.00479422796578423,0.0207133758384194,0,0,0.0180433766561428,0,0.0349627252484327,0,0.718501542514271,0,0,0.078984369596344,0,0,0.0422676917384993,0,0.0490388342987305,0,0,0.579422948497738,0.819590759944723
"BA3089R",0.0547021073496525,0,0.00641963271438061,0.181495135608925,0,0.155275332316923,0,0,0.0039503421045233,0,0.188628426346335,0,0.0452748637791417,0,0,0.00104583552392604,0,0,0.186864876130437,0.0257826486556493,0.113933478955403,0.0366273205147042,0.006,0.299569204743154,0.975814630308771
"BA3423R",0.0589187274024039,0,0.376893070512026,0.043612449206907,0,0.107863340653028,0,0.0171029836834456,0,0,0.0548255160137754,0,0.0182387318670783,0,0.001242431328474,0.0196127479174102,0,0,0.265686774255911,0.00589552519615018,0.0285922409674549,0.00151546099593527,0.014,0.239206784240143,0.986232175189362
"BA3277R",0.00483736365833722,0.00789532927324091,0.0182713036519079,0.0662891599914008,0,0.029124223163561,0,0,0.00527990386215944,0,0.0679369937437714,0,0.270715571597223,0.0397196550977171,0.00444582459277448,0.0173367449904446,0,0,0.336335780871083,0,0.109442870898161,0.0223692746082186,0.024,0.193717430080462,1.0278226800981
"BA3210R",0.0501677730365722,0,0.00095683363926871,0.0347570212974164,0,0.108611688584557,0,0.0017819107763712,0.0210137805002372,0,0.0741159323088323,0,0.525084048694696,0.00591249511193758,0,0,0,0.00574106101183013,0.08235571119499,0.0317904388277645,0.0522596559040177,0.00545164911150919,0.024,0.18980022899445,1.03896886431883
"BA3157R",0.0660109365336493,0,0.0385223997900643,0.0622086221094105,0,0.154289001594113,0.0630679211162829,0.00760332880185935,0,0,0.0157816231763242,0,0.0695273425534323,0,0.00175263601200874,0.0317764338360102,0,0,0.22361497953657,0,0.265844774940275,0,0.004,0.308152588674934,0.959806075502647
"BA3433R",0.0873389226464471,0,0.103075973932468,0.0586897588133358,0,0.0789722777371974,0.0241289059619531,0,0,0,0.0581559573257652,0,0.131260829471311,0,0,0,0,0.00281016394394141,0.450757559816178,0,0.00480965035140344,0,0.016,0.227526412790752,1.01698455592206
"BA3322R",0.0255792900339379,0,0,0.348876806989374,0,0.0987483415408499,0.0795018846234749,0,0,0,0.302847797855801,0,0.0538353410890337,0.0173194172122638,0,0.0103751430622658,0,0,0,0.00824091368018188,0.0107056871791085,0.043969376733708,0.005,0.301864846250659,1.01863958417041
"BA3374R",0.114345549011225,0,0.0115569683947567,0,0.00625521974719795,0.0237629081970374,0,0,0,0,0.0430249555691544,0,0.5766371006386,0,0,0.202388027362074,0,0.00185411910534984,0.0201751519746042,0,0,0,0.102,0.101361869327287,1.11018917376317
"BA3450R",0.109915982960687,0,0.0645343248561359,0.039355633584743,0,0.134258404716272,0,0,0,0,0.0974119347773982,0,0.410149182823328,0.0402348731081594,0,0,0,0.00210107056145108,0,0.0168256324808136,0.06040053859965,0.0248124215313615,0.089,0.113105360746005,1.05711806343286
"BA3167R",0.0998325127085401,0,0.00311442896351097,0.0715595862562821,0,0.13578728826418,0.0175296524404268,0,0,0,0.0733838431329307,0,0.433776910371061,0.0137072830288032,0,0.000887828370255129,0,0.00357479607753361,0.0203241563756108,0,0.126521714010865,0,0.003,0.358067385402352,0.942732548656432
"BA3269R",0.0714583691281618,0,0.0391672303278696,0.0466064507634595,0,0.227586730893923,0,0.0118772428019854,0,0,0.0803943007359721,0.00462360168800096,0.270729290157509,0,0,0.0325099580428347,0,0.0226887292559531,0.0518833042176101,0,0.140474791986722,0,0.058,0.140859311515312,1.02935004854452
"BA3110R",0.22250552439113,0,0.349855468091584,0.0291791352649902,0.011723566595542,0.0108752401146299,0,0.0203590475537135,0,0,0.0738977926524843,0,0.161028868596038,0,0.00133232970532624,0.0538539379334285,0,0,0,0.0303470139708674,0.0350420751302662,0,0.003,0.360558869842038,0.933445597167929
"BA3226R",0.0594626884649081,0,0.0684740887693489,0.0636731867711449,0,0.0645938503702079,0.0191582111215621,0,0,0,0.0851954891556683,0,0.062270460696638,0,0,0.00380444210675885,0,0,0.0859781163601244,0,0.43285598474808,0.0545334814355587,0.004,0.309428653802705,0.970008372363958
"BA3421R",0.00215095292306265,0.0200624652642928,0,0.0901973950673898,0,0.0829777587553915,0,0,0,0,0.117277646668132,0,0.373296635896601,0.0238894475221505,0.00285770635258404,0.00655844616407495,0,0,0,0.0441471381477661,0.203625496400628,0.0329589108379273,0.003,0.372770528701699,0.937814152578702
"BA3232R",0.053826839089491,0,0.0798071014079292,0.0320204335461107,0,0.0191201247133498,0,0.00326186148199731,0.0125004221095374,0,0.0779114808197265,0,0.31729823135403,0.0772327548213183,0.00167144928550354,0,0,0,0,0.0256711009574532,0.0992962914568007,0.200381908956752,0.038,0.171083963486964,1.0568428345201
"BA3289R",0.00933511298335158,0,0,0.0144525006085837,0,0.0500000360419946,0,0.000653934706455792,0.0106861283123265,0,0.0179791312803801,0,0.542813908147991,0.0194429196690742,0,0,0,0.00756914720057415,0,0.195870058742218,0.128343733431563,0.00285338887548648,0.002,0.431527361646791,0.917680103491365
"BA3430R",0.0187460168395278,0,0,0.00956768561240898,0,0.0172069160342751,0,0,0.0124132716745457,0,0.0957756237010428,0,0.652211085813474,0.0224094232072169,0,0,0,0.0079942730738294,0,0.0791485787425964,0.0561984109627538,0.028328714338329,0.002,0.442103199547672,0.917702354462876
"BA3399R",0.00506378739719649,0,0.0120874454125777,0.0145926407826751,0,0.031553215768704,0,0.0161242186746316,0.0127583963504936,0,0.133368900193089,0,0.165307875198792,0.131414548718811,0,0,0,0.0105451782699793,0,0.0874417113757003,0.188469076350154,0.191273005507197,0.011,0.257441032480548,1.00947858964294
"BA3163R",0.0146693115297469,0,0,0,0,0.0638290402473294,0.0125428643009115,0,0,0,0.0651634365219356,0,0.493378954371189,0.0380177956597023,0,0,0,0,0.00542307568567439,0,0,0.306975521683511,0.001,0.526129610671435,0.877112971201494
"BA3436R",0,0.0384200299728128,0.0354656991129971,0.0247548817241338,0,0.090121217515982,0,0,0,0,0.0740051369215245,0,0.0461660796057738,0,0,0.0151929742584331,0,0,0.604054826982531,0.0199150031915223,0.0510049929848399,0.000899157729449507,0.003,0.356197580413397,0.986738399280541
"BA3154R",0.44000392800357,0,0.209537791023614,0.0248916150707039,0,0.0867155806141468,0.0145880022797337,0,0,0,0.105940259329597,0,0.0618814026407168,0.00723434504592804,0,0.000389344429713133,0,0,0,0.011629277844247,0.0371884537180291,0,0.017,0.221772197923814,1.00691358196086
"BA3162R",0.0898410894552658,0,0.0304310934807778,0.0277806837392879,0,0.0978009591925744,0.0192578930680506,0.00868954226858375,0,0,0.038158891052527,0,0.297004248777818,0,0,0.0182947522607422,0,0.00267002711678782,0.0617785450331991,0,0.308292274554385,0,0.00700000000000001,0.287939726238631,0.975235992178839
"BA3352R",0.123526556345278,0,0.096911902932223,0.0280700446595923,0,0.155708515885759,0.0142990753707835,0,0,0,0.0515054819731673,0.00879703338920785,0.11816245629575,0,0,0.00235454137108386,0,0.00789432430545549,0.211684226527727,0,0.181085840943973,0,0.016,0.235104488697961,0.98648737788391
"BA3084R",0.0119764126721258,0.0281099848681071,0.0528107261653751,0.0290437315008244,0,0.148524813173544,0,0,0,0,0.052886320548064,0,0.411195317981305,0,0.00669399531877537,0.044097719541639,0.0039230714065777,0,0.157808439252749,0.00621705748934212,0.0467124100815713,0,0.185,0.071310117425834,1.07094165227525
"BA3149R",0.0170891761194464,0,0.00395730940354672,0.0545726635346957,0,0.0918649544906157,0,0.00831295346516379,0,0,0.0538032564733349,0,0.526451558412618,0.0154408551336912,0,0,0,0.00501178850975305,0,0.137447319585337,0.0299322033318625,0.0561159615399349,0.002,0.452264519740392,0.899656575345832
"BA3180R",0.169778282139952,0,0.0682512878734262,0.10566722624704,0,0.104985975084194,0,0.00193794707549957,0,0,0.0860270221137042,0.00625673869632142,0.108557089707378,0.00446512205931968,0,0.00264769685593145,0,0.00968857127424341,0.312698866205508,0,0.0184886922001864,0.000549482467295569,0.016,0.235058790287839,0.995783201854062
"BA3255R",0.0295394639072847,0,0.0249696587090098,0.00762401400081151,0,0.0942954987996386,0.00184499103588145,0,0,0,0.0704209516475719,0,0.396683927435971,0,0,0.0192652975516639,0,0,0.0448245809202992,0,0.310531615991868,0,0.003,0.346368773580333,0.954711054525653
"BA3438R",0.0737703372956917,0,0.0183345033740655,0.0460713917279119,0,0.199202367992849,0,0.024419415398647,0,0,0.0490459484927119,0,0.506804822440467,0.00670978107050795,0,0.047504740246668,0,0,0.00454158599556032,0,0.0235951059649198,0,0.078,0.118921268936525,1.07136082346403
"BA3403R",0.0358132330124705,0,0,0.0081143485896703,0,0.0354446886002537,0,0,0,0,0.0250205877531056,0,0.640413326023928,0,0,0.215626952443875,0,0.00165665542406183,0.0109332121789082,0,0.0269769959737277,0,0.109,0.09917907905032,1.13552275193862
"BA3341R",0.108879601353712,0,0.0231179950615399,0.133108102636423,0,0.182293558840693,0.0200108153365063,0,0,0,0.120545099895205,0,0.197727896916245,0.0268792437544103,0,0,0,0,0.00317581729635747,0.00444358324325677,0.146088405210632,0.0337298804550185,0.226,0.0597293264666567,1.07356173008317
"BA3448R",0.0956350378285485,0,0.0568268642752086,0.0785905467670779,0,0.217543974452571,0,0,0,0,0.147320395825482,0,0.170636539177402,0,0,0.0281584768934192,0,0,0.136960772432921,0.0457802894731121,0.0225471028742573,0,0.025,0.184550938279088,1.01421112824265
"BA3453R",0.0740271563452111,0,0.0118728171757293,0.0427511630138352,0,0.0983331772232852,0,0,0.0164089484025245,0,0.0748194609010462,0,0.238039797561469,0.0144973870429192,0,0.0026654251444653,0,0,0.160182357552794,0.0247825234420515,0.233702633558885,0.00791715263578425,0.053,0.146741976224995,1.0355939634215
"BA3308R",0.0494994384520718,0,0.0749535616930861,0.0416876778041536,0,0.204382372440068,0,0,0,0,0.14333565520428,0,0.196057423314593,0,0,0.00853187070407102,0,0.00346242918643263,0.24816452714231,0.0268671081985635,0,0.00305793586037094,0.003,0.338095212408358,0.947518495110322
"BA3334R",0.00911457714828023,0,0.0247518429392582,0,0,0.0731910345577514,0,0.0127537043168725,0,0.00263548807313291,0.0963081347181656,0,0.557016459965658,0.0344494747602958,0,0.0134930736849597,0,0.0119372523565746,0,0.0253633084143174,0.129819690846137,0.00916595821859702,0.205,0.065136693187533,1.11781994707144
"BA3447R",0.10055283783045,0,0.0278584616398827,0.0262620909454329,0,0.0544953622021108,0.0136180358734892,0,0,0,0.0527935725874023,0,0.59264724746905,0,0,0.0125360736922359,0,0,0.0308554495907808,0,0.0883808681691657,0,0.034,0.173983912513355,1.06134587653311
"BA3116R",0.0163629732119488,0,0.00793668717914419,0.00571137777507919,0,0.0672621103991294,0.0083287817183308,0,0.00515852756079094,0,0.0596265407896448,0,0.606122289663813,0.0814704025942914,0,0.0117269438472731,0,0,0.026882853356281,0,0.03823031076916,0.0651802011351137,0.016,0.235162725350667,1.04632469525911
"BA3280R",0.0499123681290577,0,0.140620908989204,0.0868473647559125,0,0.144295931254686,0.0120577813812178,0.010230024798538,0,0,0.0823745657976443,0,0.0418291923533657,0,0.00180227667305467,0.0362357043441075,0,0,0.109525102800195,0,0.282668487789149,0.00160029093386777,0.017,0.220628434951368,0.993828849513947
"BA3318R",0.165381799357327,0,0.0193440325014305,0.0300268943257056,0,0.2319730818984,0.00268394691347755,0,0.0154124226616922,0,0.0828492149492688,0,0.213476056627649,0.00458121997641142,0,0.00505952638016227,0,0.00573437413789376,0.0533935098460101,0.00311130557245769,0.166972614852115,0,0.006,0.292053108578837,0.965205707748409
"BA3332R",0.0118971167134735,0.0130212930271912,0,0.091095270198902,0,0.235138837041704,0,0.0103782409038701,0,0.0014483540352426,0.0679098981379368,0,0.0833414688412089,0.0489220694687807,0.00288347543996538,0.0198526141533634,0,0,0.0303659026076172,0.0116428134019889,0.351954969258844,0.0201476767699112,0.018,0.218606500620361,1.01126437526475
"BA3214R",0.0429954941616344,0,0.00687289895901713,0.236323550938581,0,0.141608930937558,0,0.033428360686561,0.0145861204804639,0,0.0686801953293314,0,0.250905701163491,0.00391055134775098,0,0.015392232254004,0,0.00321474412345872,0,0.0436352019791793,0.112853784875004,0.0255922327639649,0.01,0.262720687559062,0.98746838130512
"BA3141R",0.0701545929339496,0,0.0654036683084651,0.0496737510916787,0,0.175592553783318,0,0,0,0,0.069963092677262,0,0.0415491852028074,0,0.0101910058561784,0.0344419707085631,0,0,0.182503622106732,0.0548953564693304,0.244371770341717,0.00125943051999846,0.073,0.122911728259952,1.04246461660501
"BA3373R",0.109112219362,0,0.11339067509071,0.0218327227871097,0,0.251919440603125,0.0181980809018344,0,0,0,0.122122829408314,0,0.214286490440586,0.00602765771626903,0,0,0,0,0.0231687681479564,0.0185108336648574,0.0758784265796466,0.0255518552975905,0.011,0.257184153974345,0.978164758790509
"BA3319R",0.00698090502390101,0.00303019754386505,0.0163604561081342,0.00270079223755293,0,0.0594282428204148,0,0,0,0,0.0360893653494166,0,0.710344484025605,0,0,0.0827498638590981,0.0010988310324605,0,0.0452005018820285,0,0.0259630104009628,0.0100533497165602,0.002,0.427196110966575,0.934361983630729
"BA3240R",0.103855345081489,0,0.0364736953061916,0.0554132491001867,0,0.248953401962387,0,0,0,0,0.109063650034669,0,0.0358561064273318,0.00603659969305188,0,0.00406614412942465,0,0.000202050286323679,0.203599741220137,0,0.140483115521598,0.0559969012372092,0.046,0.157252961013208,1.02666660925411
"BA3381R",0.0477686850867454,0,0.0207744989535625,0,0,0.0719984434575398,0.0104927758295959,0,0,0,0.0788897135146522,0,0.344970567736397,3.35698870319623e-05,0,0.0207463404838486,0,0,0.037579349322809,0,0.0469882558165691,0.319757799911249,0.00800000000000001,0.275224913962448,1.03768750543827
"BA3290R",0.0240166593419045,0,0,0.0126640557295421,0,0.0640227399739916,0.0127172070310115,0,0.0132379219771727,0,0.0803589263699715,0,0.455824318935562,0.0365324411183577,0,0,0,0,0.0514568949560963,0,0.0299332072309079,0.219235627335482,0.00700000000000001,0.282092982924919,1.02238678390468
"BA3296R",0.0515587902787543,0,0.0105635093964877,0.0211863326810282,0,0.0383303238313955,0.00156238506130657,0,0,0,0.119123531528481,0,0.270163298627941,0.0308883594999117,0.000193557123543125,0,0,0,0.0059812511912246,0,0,0.450448660779926,0.003,0.345443056722695,1.03006593934283
"BA3305R",0.00220551505375744,0.0116766929787602,0.0118861579027474,0.0572960446262134,0,0.143801773317028,0,0,0,0,0.0803490681050285,0,0.552645322871168,0.0464509966689241,0,0,0,0,0,0.0171819900807751,0.0335477815462653,0.0429586568493334,0.002,0.409343438996031,0.926286652126681
"BA3434R",0.0119028270328328,0,0.0270623210383563,0.117637720011279,0,0.0601942609561685,0,0.0182260863103311,0,0.0422544970859489,0.0280986485038881,0,0.249442182852133,0.00841624382993723,0.0041473340895054,0,0,0,0.0554947130961841,0,0.139289979460434,0.237833185733,0.003,0.344479455910673,0.96412405694843
"BA3264R",0,0.0266052190121142,0.0378361080919123,0.0375711447277852,0,0.107192935293149,0,0.00493649680689066,0.00324392450451873,0,0.0449751623615169,0,0.192185172692557,0,0,0.077947925887726,0,0,0.42906260114963,0,0.0384433094722005,0,0.01,0.262118143198776,0.998701999355967
"BA3367R",0.00972108394555605,0.00319211157589027,0,0.0227261018068798,0.0164089821974135,0,0,0,0.00161400087380956,0,0.0901864639549538,0,0.39630723908195,0.0746407251849829,0,0.00929228460809823,0,0,0.03188340935963,0,0.221407606253739,0.122619991157097,0.003,0.3344602081592,0.974684207656131
"BA3183R",0.00110120366158881,0,0.0487258448199163,0.0306341543873113,0,0.135379179118387,0,0.000575254100281842,0,0,0.0591455490653836,0,0.380589135803292,0.00440131344005548,0.0024779652209205,0,0,0,0.0963435553435581,0,0.196602401010441,0.0440244440288636,0.107,0.099404085668428,1.0698274733396
"BA3222R",0,0.0159300643305829,0,0.0106654102037878,0,0,0,0.00868568078197712,0.00598201218938063,0.00934102810550581,0,0.00995185378272494,0.65699230340007,0.0175643952487792,0,0.254413189969232,0,0,0.00990596482037974,0,0.000568097167579393,0,0.089,0.113154389040283,1.14147887790702
"BA3397R",0.109276455922509,0,0.117173121179672,0.0243992385905202,0,0.079267042227646,0.00348713163644433,0.0014399452479419,0,0,0.109272335381386,0,0.490117617319054,0,0,0.000994627821459563,0,0,0.00335575171682382,0.00873671047041157,0.00831860141245389,0.0441614210736773,0.164,0.0778960456260132,1.08912458520385
"BA3422R",0.0348286297919753,0,0.197114346407466,0.0223754423376226,0,0.182734986019715,0,0.0121114031874823,0,0,0.0409191149263409,0.013850716424576,0.0791362964093702,0.00194043677919576,0,0.0066032333292107,0,0.0110014642970507,0.397383930089995,0,0,0,0.024,0.1936282810078,1.0212716405553
"BA3213R",0.00385692641362545,0.00767608012130557,0.0312265937943251,0,0,0.124438679758448,0,0.0197245485827426,0,0,0.0925830820065947,0,0.521143287322188,0.0275147492215584,0,0.00987221191446283,0,0,0.0138876294650618,0.030432554453539,0.0594817510587236,0.0581619058874247,0.00700000000000001,0.28639193812107,0.99530253804431
"BA3270R",0.0069926471695391,0.00201836813183795,0,1.21230222315585e-05,0,0.0579838153891,0,0,0,0,0.0885846416936481,0,0.209262559972221,0.0437539382447665,0.00159904439125544,0,0,0,0.0242872072220866,0,0.0771674996491887,0.488338155114125,0.003,0.346388988606837,1.04156646993872
"BA3415R",0.0627455574672715,0,0.0820105443537741,0.0138933218957337,0,0.135269169135086,0,0.0139291561195618,0,0,0.033202665154496,0,0.204316422293241,0.033270830017469,0.00156892464943581,0.029532142947356,0,0,0.192252881951394,0,0.111774363096583,0.0862340209185985,0.07,0.126047953471499,1.03564663040988
"BA3324R",0.0508479314011911,0,0.0289872835245289,0,0,0.0267506869183023,0.00475945720616861,0,0,0,0.0479384414855701,0,0.614510781557529,0.002084134936579,0,0.00345799224803245,0,0,0.0395034780505133,0,0.123317891501129,0.0578419211704564,0.003,0.37324110930101,0.961949335863363
