"","B cells naive","B cells memory","Plasma cells","T cells CD8","T cells CD4 naive","T cells CD4 memory resting","T cells CD4 memory activated","T cells follicular helper","T cells regulatory (Tregs)","T cells gamma delta","NK cells resting","NK cells activated","Monocytes","Macrophages M0","Macrophages M1","Macrophages M2","Dendritic cells resting","Dendritic cells activated","Mast cells resting","Mast cells activated","Eosinophils","Neutrophils","P-value","Correlation","RMSE"
"BA2275R",0.0343214074128238,0,0.0162215921986891,0.010486187025282,0,0.0420740813210853,0,0,0.0144247023740993,0,0.121937835134403,0,0.35136034073288,0.0674333815570329,0.00155183988025933,0,0,0,0.0217375389906724,0,0.0821765388839351,0.236274554488837,0.00800000000000001,0.271545041830705,1.02038336648866
"BA2387R",0.101837047817292,0,0.0360689658034592,0.0502497250344816,0,0.263031838260078,0,0.00299241649059515,0.00484939711794492,0,0.103216253480462,0,0.202065479977202,0,0,0.0926638575179604,0,0.00674645034409084,0.0931503054812588,0.0373669603126053,0.0057613023625697,0,0.00800000000000001,0.262847574712866,0.97638498398018
"BA2962R",0.108040885876497,0,0.101584697168036,0.00722131145229178,0,0.0732292531622667,0,0.00742761080941567,0,0,0.0458619917336084,0,0.301068387547702,0,0,0.142971137882068,0,0.00839574923468228,0.184453965043309,0,0.0197450100901227,0,0.006,0.293088189972237,0.964027786855665
"BA2420R",0.0713458604432365,0,0.0634310142887495,0.0575733016060726,0,0.155553268276379,0.0119002260426238,0,0.00148506912093607,0,0.14713438246255,0,0.382538186893898,0,0,0.0292439236826194,0,0,0.0709049951698404,0,0.00888977201309455,0,0.004,0.337798380863027,0.948886232023089
"BA2756R",0.0385708747164123,0,0.0386731316808538,0.10708733846058,0,0.100784868989572,0.00899334127691758,0.00329938014084646,0,0,0.119662997728957,0,0.11225397292622,0,0.00143123514192717,0.0160525243333365,0.00213761791238322,0,0.289759394446656,0,0.158570085087689,0.00272323715764887,0.089,0.111148760609045,1.05397495457969
"BA2122R",0.0272750694662922,0,0.0200778810720297,0.0126956921651446,0.00257441168143778,0,0.010560711101086,0.0241347404950218,0,0,0.120520590369137,0,0.169931193576893,0.116022212513232,0,0,0,0.0105032937851266,0.00351431894738111,0.00636958101093646,0.120393262664374,0.355427041151908,0.00900000000000001,0.238782904892963,1.05916479200816
"BA2080R",0.00311971260169013,0.0222912234237268,0.0214875895034663,0.0662288468163043,0,0.21103568471676,0,0.0182331856874674,0.00686348963933397,0,0.115622460038533,0,0.174997899915632,0.018459453712167,0,0.0628296421016501,0,0.0170405256489348,0.0392111204050294,0.0434751413661601,0.119329806368868,0.0597742180542761,0.051,0.142712175977107,1.0314404010037
"BA2081R",0.0573187958789043,0,0.0784294502963622,0.0543845725480621,0,0.193886789616698,0,0.0130384313116067,0,0,0.0332318337668478,0,0.427106428581043,0,0.00226713937257604,0.050717030680735,0,0,0.0236838803236361,0,0.065935647623529,0,0.00900000000000001,0.24026348177424,0.996794778235213
"BA2354R",0.0603393187271686,0,0.070123781328047,0.0677568568948534,0,0.112776009773795,0,0,0,0,0.089475196065468,0,0.228759598948288,0.0115770543535375,0,0,0,0,0.115693143943505,0,0.129011752491012,0.114487287474325,0.172,0.0760904314924907,1.06432382467004
"BA2893R",0.0536724672847759,0,0.109120066649431,0.0100690206199722,0,0.103378519926589,0,0,0,0,0.0772653575457958,0,0.040962592651383,0.00800336592109831,0,0.000181499961646654,0,0,0.203343972550683,0,0.388917330226896,0.00508580666172943,0.00700000000000001,0.279762451652635,0.980937568126299
"BA2044R",0.0712702260505655,0,0.0449836034721492,0.0106119872526,0,0.0581629760127625,0.000139331881269149,0,0,0,0.0804938721567923,0,0.477943436365888,0,0,0.0313011625452876,0,0,0.0433904099119902,0,0.0213571210822939,0.160345873268402,0.001,0.417675097516716,0.924836608581209
"BA2489R",0.0544906485546115,0,0.0292822798273559,0.000538597324677457,0,0.149642118931362,0,0.0172924860176489,0.0011872470437579,0,0.0686953195525035,0,0.406249566285171,0.0852477136846352,0,0.00744625312893288,0,0.00793049571028678,0.0367440349435789,0,0.070561773823872,0.0646914651716056,0.588,0.00310968604810967,1.11413312376265
"BA2309R",0.0541040741442684,0,0.0138163564194138,0.100488877008133,0,0.213165340687099,0.0180698973317855,0.0276607408888059,0,0,0.157199002283829,0,0.0293556493324065,0.0746190420122325,0.00141215637684896,0.000948556388951501,0,0,0,0.0188162280953993,0.00773945246351589,0.28260462656731,0.00800000000000001,0.265432834674158,1.00873945876884
"BA2720R",0,0,0.0099981158752802,0.142593038723077,0,0.210636151151311,0.00464783008670529,0,0,0,0.0770688625523449,0,0.181872344454505,0.0128628468634702,0,0,0,0.00749142015108304,0.004407914073102,0.0210364587662636,0.218957129067251,0.108427888235607,0.035,0.17111661232735,1.03761684320556
"BA2908R",0.0445791955939241,0,0.156747679216625,0.0704481321985341,0,0.346077948606588,0,0,0,0,0.179081692110616,0,0.0409567639669203,0,0,0.000938535354985874,0,0.0023518719013428,0.115786521860644,0.00218628803024873,0.0408453711595711,0,0.00900000000000001,0.244477552349131,0.994513340624408
"BA2054R",0.00349830798700709,0.0152819972300807,0.0132793955257942,0,0.00174613022450544,0.0140177448863656,0,0,0,0,0.0792187846719386,0,0.476501114363192,0.0563841415342712,0.00293649189103977,0.0351651472970679,0,0,0.0163864561227858,0,0.156362735607613,0.129221552658338,0.011,0.233380052728128,1.0445913998244
"BA2872R",0.0101735569275816,0,0.00682218458234949,0.00426481466522839,0,0.0156494764306318,0,0,0,0,0.114320384480235,0,0.405690434574896,0.0306548498769934,0.000418397265896605,0,0,0,0.0653980277662551,0,0.0428837421335079,0.303724131296425,0.006,0.295419266143772,1.03581212297082
"BA2041R",0.117215629494688,0,0.0831712042576801,0.0365004928321367,0,0.148881427445404,0.00872007785958302,0.00705730774440119,0.00927537122343159,0,0.0914914607646219,0,0.0848190929775541,0.0259659294686412,0,0.00696003572416339,0,0,0.0372256698094771,0,0.329848753193861,0.0128675472043579,0.153,0.0827903419234512,1.05812914340705
"BA2464R",0.0190203704752012,0,0.063707831462099,0.0627729406097618,0,0.141402826033547,0,0,0,0,0.0835572693564958,0,0.0370882388650585,0,0,0.0107990165311466,0,0.0157754123221249,0.513842985993214,0.0176180781481416,0.0342775402307513,0.000137489972458102,0.035,0.170523537257076,1.07314644164474
"BA2902R",0.0315621386627837,0,0,0.10640278343005,0,0.155637772989311,0.0114235009653743,0,0,0,0.061220606154617,0,0.0478558032682696,0,0.00232145795597343,0,0,0,0.220602782961911,0.011964919095461,0.34430996470967,0.0066982698065782,0.003,0.379933419370207,0.932235624395654
"BA2541R",0.0437699560666907,0,0.0512994197640461,0.0175672603934502,0,0.101733982483675,0.00264520749321897,0,0,0,0.0894986950434532,0,0.428212650353143,0.0423044494812976,0,0,0,0,0.0940102130117802,0,0.0918055331367835,0.0371526327724617,0.005,0.326702752095188,0.958502661981188
"BA2143R",0.0453846323619685,0,0.0271287528305674,0.0525097614764098,0,0,0.0163663308929829,0,0.0063138760701421,0,0.0856168850567101,0,0.223149289244114,0.134830645106522,0.00369244434501407,0,0,0,0.0624530568080765,0,0.169450894564418,0.173103431243074,0.069,0.123294874724648,1.06972356570429
"BA2843R",0.275141814221958,0,0.0722822618236018,0.0482373555575232,0,0.122825387676991,0.0133202986682823,0,0.000682583382698894,0,0.0768423544932943,0,0.0525027164470496,0,0,0.0128953146065035,0,0.00183241630150903,0.134664465925433,0,0.148011197044192,0.0407618338509638,0.004,0.350770775260893,0.938082248267132
"BA2592R",0.0702837212418173,0,0.0593377199829244,0.189282424474358,0,0.153443716421892,0.0503727160247701,0.0147024948438796,0.0036926344537425,0,0.162798541094002,0,0.115448980264487,0.0416367391505544,0,0.000377276771437983,0,0,0.00202195656062984,0,0.0972417031921646,0.0393593755233394,0.04,0.16292238404489,1.03382184033575
"BA2497R",0.0583430314665292,0,0.000665168829489602,0,0,0.0184516912289735,0.00955802893935487,0,0,0.0015998601774877,0.0311795936038452,0,0.839826894627198,0.00392130179487277,0,0.0160424038957926,0,0,0.0171184129766247,0,0.00329361245983204,0,0.00900000000000001,0.246278963816474,1.08913720156793
"BA2718R",0.00388872597776767,0.024812545206075,0.14698365476376,0.0120110357691997,0,0.148206364864574,0,0.0149005238895638,0,0,0.040072202737901,0.0142558791384545,0.133054294079172,0,0.000593228360251212,0.00972543901864066,0,0.000167932821007265,0.451328173373633,0,0,0,0.011,0.233028965396414,1.01368092517401
"BA2575R",0,0.00894662894963857,0.0018984296824851,0.0198729152002852,0,0.039536374214861,0.00475144837103344,0,0,0,0.0384963522511792,0,0.79599498218443,0,0,0.00623960607910711,0,0,0.0590085327361617,0,0.0220921767541768,0.00316255357664194,0,0.531356670469991,0.865557991130273
"BA2096R",0.0358941555715658,0,0.0491216460512851,0.120106709807827,0,0.164082408893483,0.017343069548387,0.00603328332184201,0,0,0.0775951693094451,0,0.107115920171333,0.0418310106881251,0,0.0397668605107577,0,0,0,0.0235508930586326,0.282287218518159,0.0352716545491579,0.142,0.0868199965443861,1.05995462124111
"BA2791R",0.0407353028262208,0,0.135205252246426,0.110289974702584,0,0.105898497594428,0.0105677875187525,0.0061995179744084,0,0,0.0844579425615086,0,0.0460435532231927,0.012715073228333,0.00026958942652885,0,0,0,0.389361412880138,0,0.0582560958174803,0,0.016,0.204687610374762,1.01881011727586
"BA2620R",0,0.0277405913238625,0.00161616617890204,0.0279647199288651,0,0.0976050120735791,0,0,0.0149876564784173,0,0.0634726320914142,0,0.257675801381774,0,0.00369608428061687,0.0100272448708878,0,0,0,0.340029731410509,0.0912605794644806,0.0639237805166918,0.00800000000000001,0.261232498287044,1.01901175567823
"BA2629R",0.222502311309568,0,0.179053839093582,0.100069153200642,0,0.187362070875334,0.0221580864986437,0,0,0,0.0647297177135727,0,0.0510346113907152,0,0,0.105671508030548,0,0.00539469168856547,0.0620240101988293,0,0,0,0.003,0.382912220113747,0.92362346534008
"BA2870R",0.00228628415920626,0.0185846859493969,0.014783534581592,0.0669323727978127,0,0.286556914398064,0,0.00770932315588425,0,0,0.0388778273110242,0,0.399343505660537,0,0.00389564571491878,0.150764524125744,0,0,0,0.0102653821458194,0,0,0.00900000000000001,0.239481068760081,1.002621913867
"BA2276R",0.0052677752466597,0,0.0118751868397091,0.0212338364660725,0,0,0,0,0.011127662295498,0,0.0515667371971114,0,0.463172933945238,0.0779761140348771,0,0,0,0.0033874907016609,0.205564347178307,0,0.0692424944422098,0.0795854216526564,0.045,0.152664660215774,1.07093894982794
"BA2709R",0.00498664503193668,0.0360681892391351,0,0,0,0.155363159075638,0,0.0219151243867775,0,0,0.0960425512865696,0,0.462433312061068,0.00938810719256308,0,0.0577190311338343,0.00922176514283106,0,0,0.0408867566529147,0.105975358796732,0,0.014,0.213971333893224,1.02004269454033
"BA2789R",0.040037225032064,0,0.110925135654715,0.0719345861495954,0,0.0681539522777984,0.0160307471189884,0,0,0,0.0955512852700064,0,0.134097932577893,0,0,0.00315880327804586,0,0.000370734778884526,0.291209087653924,0,0.16538713794058,0.00314337226750386,0.004,0.350244089694978,0.940996179975109
"BA2583R",0.00409406086328348,0.0330085106923004,0.0855183265973406,0.0508551842592445,0,0.172561283446333,0,0.0046911312192633,0.0144163950222072,0,0.101302263805121,0,0.106209772494488,0,0.00420422041440367,0.0384889985518207,0,0,0.267069393734982,0.0592453549585662,0.0583351039406463,0,0.005,0.329491227007062,0.951878114121685
"BA2415R",0.0154586060176109,0,0,0,0.0540250286294198,0,0.0191395350381373,0,0.00722385307583774,0.0141182189895375,0.0765003674784692,0,0.328145908105418,0.0331816547831527,0,0,0,0,0.0169679824106451,0,0.0211686300762152,0.414070215395556,0.005,0.330682199523784,1.03711356848952
"BA2221R",0.0541664903358874,0,0.0103866994282846,0.119852719964247,0,0.101325932233651,0.0346770969902868,0.0145871599730072,0,0,0.0983580938122309,0,0.324043648776991,0.0505385081718542,0.00224242297499055,0,0,0,0.0353125149840028,0,0.115952768153519,0.0385559442010478,0.045,0.151449543705802,1.03609192097882
"BA2514R",0.0698071191410437,0,0.139715640127611,0.0327381605770621,0,0.0752044573487805,0,0,0,0,0.0543653992384698,0,0.308273839047416,0.0345393250111676,0,0,0,0.00590736767424134,0.147052920737016,0.00717600061957491,0.0204602649816673,0.104759505495951,0.275,0.047506262215393,1.07560319091314
"BA2153R",0.102706532760304,0,0.250622937741128,0.0861316422306447,0,0.214207042769019,0.0125777338994762,0,0.00141297056647997,0,0.168231426654362,0,0.116714797590685,0,0,0,0,0.000366261396782675,0.0108464200036476,0,0.0239867562177307,0.0121954781697401,0.004,0.337761064516117,0.945271377915512
"BA2281R",0.0221093521989135,0.0154028449058533,0.0831087202942722,0.0719874050133573,0,0.102513050254361,0,0.000524406745969003,0.00777821066057157,0,0.0771487042997617,0,0.0390240960070933,0,0,0.00199964210928648,0,0,0.496993147856733,0,0.0814104196538272,0,0.029,0.18348419404109,1.05594265317084
"BA2932R",0.0532848209892905,0,0.200033047135872,0.00638807698992212,0,0.197274941662542,0,0,0,0,0.0794053766682136,0,0.115614689244413,0,0,0.059399823859319,0,0,0.0690905818926074,0,0.196407394264172,0.0231012472936473,0.014,0.208873835326731,0.991367558085296
"BA2123R",0.0835561503734525,0,0.0354656099431049,0.104337895571831,0,0.125108865331856,0.00945513856630849,0.000261602948770016,0,0,0.124049321957985,0,0.0713644847164498,0.0254517041177579,0.00300788379968462,0.0609830565804134,0,0,0.0668767336866737,0,0.27455593823546,0.0155256141702518,0.037,0.168004271332475,1.02174128908818
"BA2844R",0.0375172589492712,0.0438834665979189,0.0282374410110533,0.0447688893248013,0,0.0914775195391942,0.0116965600980591,0.0097340511740827,0,0,0.0994173466491916,0,0.202526280734869,0,0.00250511778947753,0.128336717578189,0,0,0.0420615883177984,0,0.257837762236094,0,0.004,0.3567272129219,0.936776282579902
"BA2660R",0.0453060946813703,0,0.0257317618189939,0.00412990755722915,0,0.0932631040573022,0.00513836355081187,0,0,0,0.0555439022792489,0,0.585829246378287,0,0,0.0317839951243738,0,0,0.0853571120226002,0,0.0679165125297827,0,0,0.486877470016078,0.876615544869061
"BA2952R",0.0403621303528363,0,0.0314918767505436,0.0075508338718473,0,0.0733005768264125,0,0,0,0,0.0414950465904763,0,0.577113129715338,0,0,0.122900992909944,0,0,0.028081688627946,0,0.0777037243546563,0,0.047,0.147450908468819,1.07802960524226
"BA2440R",0.0183587688643295,0,0.00888869168464163,0.0407966880627608,0,0.134959670316298,0,0.015728769428547,0.0155387326536476,0,0.101090199077955,0,0.379814233711795,0.0625352978331222,0,0.00237655774419451,0,0,0,0.0193702177086675,0.200542172914041,0,0.00800000000000001,0.276886915502246,0.984115149595907
"BA2292R",0,0,0.0217704152121835,0.0459926466425017,0,0.0626627512546758,0.0226440469658093,0.0159747735839902,0,0,0.0544617370845323,0,0.0841168440758966,0.0916060768977076,0,0.00852872492023849,0,0.0186885036301344,0.147671869216446,0,0.425881610515884,0,0,0.437930203254898,0.901051816130317
"BA2410R",0.0737283106596159,0,0.0637456642914287,0.0531698777613197,0,0.11883783993079,0,0.00133293981304157,0,0,0.0715892144922503,0,0.0542497864735544,0.00999930174447412,0,0.00399295810976902,0,0.0062434860295049,0.143263839605728,0,0.395300156949714,0.00454662413880961,0.005,0.312857789572571,0.963241074802775
"BA2051R",0.0627268946954039,0,0,0.0100736874348777,0,0.0873818366523095,0,0,0.00628893204828816,0,0.0828655498164969,0,0.540909232405744,0.0129375648682591,0,0.0145227002126941,0,0,0,0.0432979013040787,0.138995700561847,0,0.003,0.374518663023585,0.944653127645694
"BA2532R",0.0258326531074366,0,0.0132546535807108,0.0594812631856368,0,0.0884589536620841,0,0.0153554914807366,0,0,0.0910455645317475,0,0.150051081190644,0,0.0021858539425079,0.0201771535736369,0,0,0.355994557379845,0,0.16999351841196,0.00816925595305278,0.00900000000000001,0.242430073039456,1.00296276170225
"BA2986R",0.0058390057715216,0,0.0306054977022732,0.111960330483069,0,0.261072396896833,0.064201976868953,0,0,0,0.46414770223859,0,0.0148540722121326,0,0.000490425983904707,0.0193386638142837,0.00125645118527078,0,0.0135215533549155,0,0.0127119234882521,0,0,0.658558323317004,0.755391258811012
"BA2515R",0.0680029498768672,0,0.0525706467402782,0.0872885542784009,0,0.0519991118344956,0.0241588799971279,0,0,0,0.1059523459999,0,0.314710036980239,0.00851776067413666,0,0,0,0,0.0602338178515405,0,0.171397486359855,0.0551684094071589,0.218,0.0616754234318381,1.07578025129538
"BA2748R",0.0295552723917496,0,0.0175154376819421,0.0578510211658185,0,0.218710487498814,0,0.0145515613172486,0.00613172390319095,0,0.111957271090527,0,0.32974691231585,0.0125508230270325,0.00137440279045064,0.0182481455449761,0,0,0.0135389127264364,0.0336676872706107,0.104836628191668,0.0297637130836841,0.00900000000000001,0.244164461168969,0.995232597461056
"BA2970R",0.0458043393053752,0,0.00315407313764724,0.0312614991600292,0,0.17165577965691,0,0.0146048088859657,0.0122810077472005,0,0.066649754292051,0,0.204259938939639,0.0726198852958271,0.00211600585654807,0.00026212094801799,0,0,0,0.0330580150232481,0.282873707626855,0.0593990641246848,0.145,0.0853423195031462,1.07088177115977
"BA2622R",0.00608238744488818,0.0339775752286691,0.0268501214874977,0.0440471494175763,0,0.145205099630104,0.0142065149762461,0,0.00552707596943249,0,0.120342811657647,0,0.532140548744125,0.00204332217210401,0,0.00672186653961944,0,0,0.0472863758832736,0,0.0136694405586937,0.00189971029012343,0,0.670703359633842,0.753711839130318
"BA2839R",0.0563681651763034,0,0.0948464460794519,0.109045499254932,0,0.0718720245845796,0.0170498717463624,0,0,0,0.0746465433185445,0,0.250370223181129,0,0,0.0489830055222063,0,0.00152575583042879,0.0732241347972941,0,0.202068330508768,0,0.181,0.0734044456449818,1.05364716070399
"BA2052R",0.125835443186584,0,0.0868242027413078,0.0905593227899801,0,0.0778652787404414,0.00880870318777591,0.00625976013437181,0.00288997211042769,0,0.0907245620528103,0,0.111673362509935,0.0532730621207388,0.000196051175088245,0.00815863308292274,0,0,0.0209350452551563,0.00259387757153888,0.257930866731211,0.05547185660971,0.024,0.187467223164925,1.01082640056223
"BA3011R",0.0110957933056731,0,0.0260413615973539,0.0703201078158736,0,0.0632731431857336,0.0134742211856802,0.0148332047588288,0,0,0.0304486530170901,0.0164848242088123,0.0726135678438553,0,0,0,0,0.0148926408875815,0.472719843281511,0,0.191340417773667,0.00246222113833991,0.025,0.186568930220296,1.05539450459365
"BA2065R",0.107320345184198,0,0.05941663828043,0.0389994565311227,0,0.0845963985793756,0.0142839107721191,0,0.000407433052903411,0,0.111180303179785,0,0.279537930739847,0,0,0.0102668924113496,0,0,0.0297485111593281,0.0208921652245778,0.234078661170614,0.00927135371434966,0.00900000000000001,0.257101223617532,0.984853705592654
"BA2374R",0.00802841749617427,0,0.00806277847816262,0.0347604629120796,0,0.106873057137837,0,0,0.0140972259302888,0,0.0474674850769993,0,0.0697758723529604,0,0.00304418383018071,0.00845479707889425,0.00400326780962126,0,0.617003323509561,0,0.0718784076553339,0.00655072073190702,0.041,0.158116755921981,1.11315200833292
"BA2804R",0.0045674474826505,0,0.0141958184300457,0.0230554136776089,0,0.0813969313354785,0,0.00837602260402435,0.0111052633617241,0,0.0691276027913476,0,0.376841933918494,0.0648961276391834,0,0,0,0.00604408869611528,0.0159803234280216,0.0275419561862618,0.130956172064628,0.165914898384415,0.089,0.110695353103954,1.0949275461393
"BA2031R",0.0314232645081866,0.0106760422658241,0.0188598837082149,0.066538564930514,0,0,0.0120558342890534,0,0,0,0.0643271866000396,0,0.423662397678602,0,0,0.144730787964282,0,0,0.0300732874422972,0,0.197652750612986,0,0.004,0.349659368816522,0.951283146300486
"BA2198R",0.160512545513567,0,0.0439379750313212,0.0718553500621888,0,0.193042554134844,0.00881753414257196,0,0,0,0.0844498679696795,0,0.323716301812187,0,0,0.0374569672517573,0,0.00160992344885713,0.0728373635865084,0,0.00176361704651838,0,0,0.449479262070937,0.892815310495074
"BA2066R",0.101464140370361,0,0.00949891302349745,0.0118325590706732,0,0.0924669478258641,0.0082969727026328,0,0,0,0.0704671683185586,0,0.46144081041191,0,0,0.122193695921422,0,0.00137617595452338,0.026067229898302,0,0.0948953865022552,0,0.005,0.328519163408986,0.961026639544112
"BA2459R",0.237010681081728,0,0.0599613703294795,0.0440203521096165,0,0.184439488074372,0.0254976134122957,0,0,0,0.0737613184335378,0,0.0737576617296076,0.0138085331495535,0,0.0135435367645851,0,0.00129971017027959,0,0.0724534926606998,0.19658587605121,0.00386036603303553,0.005,0.318829531733457,0.953004330326183
"BA2559R",0.0815494900044855,0,0.0470718087312509,0.0199129366988814,0,0.0341371398237153,0.020927953473016,0,0.00580775723468128,0,0.0541439503535359,0,0.588984950864056,0.0358991916358391,0,0.00915815390803931,0,0.00341739658200302,0,0.0118200439299676,0.0871692267605283,0,0.069,0.123043837304858,1.08770824670311
"BA2093R",0.0028293644175947,0.00613272172835329,0.0149161995880013,0.0717398713526657,0,0.433754937422901,0,0.00860130164270425,0,0,0.062401499323715,0,0.0275393182209951,0,0,0.0288975341297512,0,0.0247625322663551,0.200845687779659,0,0.117579032127304,0,0.006,0.286256848301183,0.977013995212349
"BA2304R",0,0.010984204788753,0,0.000771480578384573,0,0.0252937525170857,0,0,0,0,0.0354117978772181,0,0.839241148934956,0.0229904988914977,0,0,0,0,0.0393164340004759,0,0.00994271669044369,0.0160479657211851,0,0.613782845170222,0.801438738687663
"BA2976R",0,0.00264086298186344,0.00767480391187047,0.0168778828463468,0,0.109636146426547,0,0,0.00353669756109366,0,0.0868209548406217,0,0.568696308438872,0.0226382673615931,0.000804912074950524,0,0,0,0,0.0348367740719143,0.0441994205863742,0.101636968897952,0,0.432027551719489,0.920525244849585
"BA2760R",0.0418252245534682,0,0.0272221707172978,0.00669578926478037,0,0.0840099867457177,0.0282140307769427,0,0.00728031759077249,0,0.0750085108818664,0,0.538904579248078,0.0166407708092169,0,0.00275552139713833,0,0.0111365713132727,0.0260744253301735,0,0.0826724712366088,0.0515596301346665,0,0.477689952477397,0.881911272281346
"BA2201R",0.00586561183369104,0.00608763633130792,0.0133951324550066,0.0166873662051208,0,0.04360496871467,0,0,0,0,0.0368909167703562,0,0.565346207135953,0,0.0030795752764717,0.0688849950366261,0,0,0.0606708242272488,0,0.179486766013548,0,0.005,0.320340225383275,0.983797235831358
"BA2355R",0.0444568789994218,0,0.0386147277330447,0.140505538650794,0,0.201373111614602,0.0160762714133917,0,0.0127356947460716,0,0.132113264370241,0,0.258643161265916,0.060218967778198,0,0,0,0.0107195072014531,0,0.0195690593111067,0,0.0649738169157586,0.016,0.205340107846132,1.01530656876248
"BA2113R",0.0913135784358167,0,0.176936218732767,0.0512765999986928,0,0.214483159573998,0.00837242453414208,0,0,0,0.0542239246433698,0,0.263829077412985,0,0,0,0,0.000149792734134919,0.0559057797348597,0,0.0755709598227194,0.00793848437651499,0.001,0.404036682240698,0.914833573525906
"BA2155R",0,0.00495723981766153,0.359312197582486,0.0892786974186381,0,0.0602362880441603,0,0.0295204496043545,0.00172442875660672,0,0.112998136631608,0,0.0329491957232269,0,0,0,0,0.00452770421911898,0.169130604165409,0.0380612776243013,0.0973037804124288,0,0.00900000000000001,0.250066521337253,0.980055962726318
"BA2955R",0.0231548700371857,0,0,0.0896143703912886,0,0.110014183433343,0,0,0,0,0.0690883305236938,0,0.619886147376568,0,0.000609539670638416,0.0565137176196817,0.0121612614867453,0,0.00415363097937527,0,0.0148039484814794,0,0,0.573788760730899,0.818797903383559
"BA2322R",0.0540543907502935,0,0.120279633823481,0.0210530123788065,0,0.0656788209765806,0.020908688185086,0,0,0,0.0746868989549183,0,0.327397197269009,0,0,0,0,0,0.134621968632347,0,0.176463670468002,0.00485571856147551,0.00800000000000001,0.260412927886041,0.980887518280407
"BA2376R",0.013882149144533,0.00700922587918762,0,0.0082386093653413,0.0315346030686999,0.00951453157099704,0.00011700684269051,0,0.00877973180761129,0,0.0511798694668128,0,0.776245177894699,0,0,0.0388808996055678,0,0,0.0352127601286916,0,0.00268794889694864,0.0167174863282198,0,0.629890704144545,0.780232195230502
"BA2020R",0.0606453474125346,0,0.0350803472356403,0.090935392026367,0,0.136736186170341,0.00482258437190655,0,0,0.0124028075007424,0.0746720475719803,0,0.283837947446251,0,0,0.000414832380854632,0,0,0.104731046740289,0,0.179882670562636,0.0158387905804577,0.024,0.187245155757289,1.01502846515143
"BA2226R",0.0431050324702824,0,0,0.0225764092309096,0,0.0523317535971463,0.0140684690415935,0,0,0,0.0631543381225724,0,0.545538424126995,0,0,0,0,0,0.0471562844392655,0,0.099673153694063,0.112396135277173,0.006,0.292315842878141,1.00886974090663
"BA2200R",0.122081421890845,0,0.078244909878941,0,0,0.0723555208024176,0.0120989410075676,0,0,0,0.0690703398647786,0,0.285711653670299,0.00235356387749281,0,0.00373022019090382,0,0,0.0836226471699429,0,0.144702586692399,0.126028194954413,0.005,0.333418320176615,0.952983893436445
"BA2121R",0.0644575344728221,0,0.0342276812634761,0.119718126233373,0,0.0447612669615593,0.0135486207459081,0,0,0,0.0520837278636284,0,0.163297114905576,0,0,0.00228852570936571,0,0.000386430013512466,0.217264632842725,0.0111540822182053,0.128979892463812,0.147832364306037,0.086,0.113355519346933,1.05760688649087
"BA2867R",0.00492274838391802,0.00313083168671386,0.00966354874938623,0.045149106428393,0,0.184788331943519,0,0.0166511791691903,0.015553371181161,0,0.115245091701941,0,0.280950962411909,0.0841310298149155,0,0,0,0.0132632036799009,0.036073748761295,0.0293250572920222,0.0785948266981756,0.082556962097559,0.059,0.13604047336875,1.04520963812131
"BA2224R",0.0302511667700255,0,0.00391600755131661,0.195272899429005,0,0.0779776332194872,0.0609440186710423,0,0,0,0.200431251431309,0,0.119090225182538,0.00192198697341342,0,0,0,0,0.122891819129056,0,0.150155855623655,0.0371471360191517,0.002,0.384432952309546,0.929051033810891
