"feature","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","te_class","status","neglog10p"
"LINE:L1:HAL1M8",5181.1444361894,0.104444157911706,0.0782940366638123,1.3339988888321,0.182204220692525,0.543899870179176,"LINE","NS",0.739441566977496
"LINE:L1:HAL1ME",10174.0039804245,0.128778853640884,0.0748929427327753,1.71950585651813,0.0855223021775919,0.404954827127391,"LINE","NS",1.06792061685485
"LINE:L1:L1HS",12266.5038761126,0.122677636901512,0.0947763349678704,1.29439102011172,0.195530390853542,0.558543236814833,"LINE","NS",0.708785731596875
"LINE:L1:L1M",1043.19055054869,0.189766367922122,0.0941532227336879,2.0155058150147,0.0438516773885834,0.305232860325728,"LINE","NS",1.35801378960301
"LINE:L1:L1M1",11520.5947328718,0.173672702089263,0.0838639473313769,2.07088632977195,0.0383694199687493,0.287317901633421,"LINE","NS",1.41601476599
"LINE:L1:L1M2",10628.1508753842,0.122698764881255,0.0814300801671982,1.50679901860984,0.131862181211919,0.479869451722642,"LINE","NS",0.879879744605773
"LINE:L1:L1M2a",1809.28674060944,0.169630072295686,0.103586672406314,1.63756657449444,0.101512140557073,0.432731075809299,"LINE","NS",0.993482014286344
"LINE:L1:L1M2a1",267.641545552118,0.25870943909583,0.102842586781066,2.51558665717518,0.0118834459581817,0.160840854233699,"LINE","NS",1.92505760450498
"LINE:L1:L1M2b",450.614650475497,0.162956945328593,0.135570671915086,1.20200735916291,0.229360676864104,0.5929548221015,"LINE","NS",0.63948103841738
"LINE:L1:L1M2c",497.784688557546,0.201567455975681,0.105647591984202,1.90792286118383,0.0564011870372754,0.339126203497834,"LINE","NS",1.24871175562103
"LINE:L1:L1M3",9844.90306812877,0.193225836837657,0.122587913989871,1.57622256998045,0.114974518801171,0.454427126968089,"LINE","NS",0.939398399387616
"LINE:L1:L1M3a",2284.8924819195,0.072282926747852,0.0949544593040214,0.761237832089797,0.446515025280628,0.758994422718131,"LINE","NS",0.350163922471573
"LINE:L1:L1M3b",515.710272174353,0.0840849075150089,0.0893335036631988,0.941247170065355,0.346578209042911,0.693270411576352,"LINE","NS",0.460198746844046
"LINE:L1:L1M3c",487.414100877737,0.112365526482283,0.0841646193797594,1.33506843267809,0.181853950034901,0.54329872578791,"LINE","NS",0.740277261231597
"LINE:L1:L1M3d",262.221550810161,0.0531696657395087,0.0928026853516418,0.572932405329024,0.566690462321578,0.829630289673595,"LINE","NS",0.246654096686131
"LINE:L1:L1M3de",659.632613348241,0.0130897194844632,0.0850385666477217,0.153926859311826,0.877667405815316,0.96001549307609,"LINE","NS",0.0566700298619292
"LINE:L1:L1M3e",501.850548640887,0.224516460589664,0.103533265627431,2.16854417977692,0.0301173070032596,0.257855591869766,"LINE","NS",1.5211838640089
"LINE:L1:L1M3f",1490.82394276201,0.141719399764771,0.0923443801750895,1.53468353456988,0.124861582274707,0.469711251258149,"LINE","NS",0.903571165890234
"LINE:L1:L1M4",35947.538388899,0.143923517768829,0.0704471675926344,2.04299935238101,0.0410525022282724,0.295348147931715,"LINE","NS",1.38666036666117
"LINE:L1:L1M4a1",3383.95925722528,0.15554569999865,0.108176101986053,1.43789337148333,0.150464310742385,0.505857795000977,"LINE","NS",0.822566499975209
"LINE:L1:L1M4a2",2870.09490221254,0.103966188284851,0.113376880457512,0.916996374087156,0.359144540156316,0.703218730967158,"LINE","NS",0.44473073148046
"LINE:L1:L1M4b",6738.59710276723,0.0763021701663416,0.0624529150085799,1.22175514394899,0.221800236024553,0.585926222022574,"LINE","NS",0.654037996040301
"LINE:L1:L1M4c",23039.7600685967,0.100165157251052,0.0965809567465706,1.03711084074148,0.299684203496311,0.657351011441054,"LINE","NS",0.52333614832959
"LINE:L1:L1M5",77993.1988299813,0.10893152349735,0.0661342444647069,1.64712736009983,0.0995318704931933,0.429380771032954,"LINE","NS",1.00203783419806
"LINE:L1:L1M6",4197.06263027845,0.136384853725625,0.0811847315953955,1.67993231049076,0.0929704864544304,0.418297498727087,"LINE","NS",1.03165489665295
"LINE:L1:L1M6B",1654.45204231814,0.0757961171319087,0.0666975918155879,1.13641460011746,0.255783088240882,0.61599785790746,"LINE","NS",0.592128173408832
"LINE:L1:L1M7",3710.43441018042,0.0866689409025466,0.0747928490813635,1.15878646109956,0.246543237503949,0.6075381551363,"LINE","NS",0.608106905341309
"LINE:L1:L1M8",2925.27164277756,0.381844189587816,0.102907809861161,3.7105462656623,0.000206812494225573,0.0126197403305407,"LINE","Upregulated",3.68442322762204
"LINE:L1:L1MA1",6075.72546141579,0.150062841950097,0.0781812681105657,1.91942194820727,0.0549309554642044,0.335581879271525,"LINE","NS",1.26018284683295
"LINE:L1:L1MA10",4863.94016912042,0.0891335116809481,0.0570667179261023,1.56191761012733,0.11830739934663,0.459564427290925,"LINE","NS",0.926988092270486
"LINE:L1:L1MA2",9326.05101126185,0.161666480743962,0.0866418499920995,1.86591676838276,0.06205301117931,0.353136989696354,"LINE","NS",1.20723713911564
"LINE:L1:L1MA3",13422.7479878997,0.110678807323178,0.0828777661798061,1.33544631358736,0.181730315289534,0.543196199616242,"LINE","NS",0.740572619941392
"LINE:L1:L1MA4",12125.2359786552,0.160153735390081,0.0821895484476809,1.94859003869609,0.0513444026820814,0.325836044151156,"LINE","NS",1.28950689416568
"LINE:L1:L1MA4A",8961.83611967538,0.123485638782435,0.0905023361846382,1.36444697439087,0.172426932186558,0.532441292670518,"LINE","NS",0.763394898682454
"LINE:L1:L1MA5",6691.28020039356,0.133714309728684,0.0756509054101343,1.76751763913154,0.0771415775971453,0.390018812019984,"LINE","NS",1.11271148376491
"LINE:L1:L1MA5A",4367.60634067129,0.0931861024122196,0.0913524312700265,1.02007249414931,0.307694080658344,0.664502973608676,"LINE","NS",0.511880858520645
"LINE:L1:L1MA6",7101.38054282095,0.0797162506464053,0.076504252570081,1.04198456907192,0.297418833211052,0.655230584664868,"LINE","NS",0.526631534466823
"LINE:L1:L1MA7",10096.7204230606,0.231753013740518,0.0776094496678212,2.98614427408585,0.00282519319415378,0.0714423421030294,"LINE","Upregulated",2.54895184862822
"LINE:L1:L1MA8",10117.2844565754,0.149883251094161,0.0767011750603125,1.95411935966174,0.0506871030739365,0.324698223475653,"LINE","NS",1.29510252935178
"LINE:L1:L1MA9",15254.0961987115,0.116264359139769,0.0657375144308385,1.76861507689174,0.0769581329697869,0.389811531380834,"LINE","NS",1.11374547697277
"LINE:L1:L1MB1",6175.35604635796,0.110450904101724,0.0773889874759122,1.42721733032238,0.153517260676357,0.510372161268247,"LINE","NS",0.813842787645671
"LINE:L1:L1MB2",25899.2730865549,0.104885700584665,0.0646527743788236,1.62229233922897,0.104740768216172,0.438100714375069,"LINE","NS",0.979884245110677
"LINE:L1:L1MB3",35460.7516584734,0.121428316457207,0.073356811819314,1.65531071274334,0.0978614869995147,0.425574350420627,"LINE","NS",1.00938818944694
"LINE:L1:L1MB4",21773.438804232,0.111240776390002,0.0690357266950839,1.61135084275029,0.107103274989734,0.441804036216981,"LINE","NS",0.970197249166052
"LINE:L1:L1MB5",23191.6385517632,0.0825749944989974,0.0770206632737955,1.07211481944082,0.283668463387208,0.642524036561094,"LINE","NS",0.547188943859473
"LINE:L1:L1MB7",57448.6559239391,0.145256431501999,0.0769416714323026,1.88787725556239,0.0590424306032234,0.346153324664464,"LINE","NS",1.22883577219045
"LINE:L1:L1MB8",38572.1372707841,0.143400438415157,0.0738077937772865,1.94289018918334,0.0520294275733843,0.32722402829245,"LINE","NS",1.283750952176
"LINE:L1:L1MC",8597.56384785848,0.10175266085577,0.0694012743954516,1.46614974641501,0.142607495748418,0.494089206215321,"LINE","NS",0.845857646457367
"LINE:L1:L1MC1",23022.6103705123,0.118600844802343,0.0728889749660553,1.62714381506361,0.103706557239325,0.436476617492846,"LINE","NS",0.984193782831567
"LINE:L1:L1MC2",11253.3689261007,0.136969267394614,0.0737558490837368,1.85706312239873,0.0633021740707961,0.356575537487396,"LINE","NS",1.19858137417323
"LINE:L1:L1MC3",17859.6507808513,0.1091413069524,0.0701308793802866,1.55625179545487,0.119648229176059,0.4618112843912,"LINE","NS",0.922093724670744
"LINE:L1:L1MC4",66416.5252162506,0.12162925329415,0.0674680175800036,1.80276904015925,0.0714244942990483,0.377284278658407,"LINE","NS",1.14615282583371
"LINE:L1:L1MC4a",22050.6839324938,0.117574700539868,0.0697598517404371,1.68542073422605,0.0919074260681,0.416298656557221,"LINE","NS",1.03664939644739
"LINE:L1:L1MC5",34115.8713243471,0.115353293272016,0.0773626707603856,1.49107175512721,0.135942656948527,0.486359175037251,"LINE","NS",0.866644246207139
"LINE:L1:L1MC5a",43649.8486457665,0.110623139205703,0.0702292184885437,1.57517257897079,0.115216614760388,0.454748508624352,"LINE","NS",0.938484889155331
"LINE:L1:L1MCa",9078.78695872835,0.149171368095257,0.0766794362163689,1.94538947410014,0.0517281206377234,0.32683557337161,"LINE","NS",1.28627329989157
"LINE:L1:L1MCb",1297.59373091771,0.152261056059319,0.093526398577931,1.62800084654652,0.103524706269244,0.43604282988554,"LINE","NS",0.984955993048016
"LINE:L1:L1MCc",3217.9342969666,0.142918225521007,0.0809548189494901,1.76540726513362,0.0774953432528558,0.390422569353212,"LINE","NS",1.11072439375628
"LINE:L1:L1MD",12278.9197458538,0.120122734583764,0.0691024929258694,1.73832707761537,0.0821531977982238,0.398533659619408,"LINE","NS",1.08537552706649
"LINE:L1:L1MD1",11290.3526852859,0.154738023157588,0.0833981801366178,1.85541246708389,0.0635373484312118,0.357034132307551,"LINE","NS",1.19697091330052
"LINE:L1:L1MD2",21166.553621101,0.12099420940695,0.0678187682420262,1.78408149459683,0.0744104238071986,0.383956169983233,"LINE","NS",1.12836622191583
"LINE:L1:L1MD3",11057.7968150924,0.111329961196559,0.0906900306764416,1.22758764514873,0.21960180205668,0.583673778661826,"LINE","NS",0.658364100378316
"LINE:L1:L1MDa",10857.8703867636,0.0864041263181054,0.0702322038009563,1.23026363465657,0.218598397367027,0.583001645075795,"LINE","NS",0.660353026362566
"LINE:L1:L1MDb",1457.77896178367,0.0421214790906286,0.0525316013007499,0.8018312415317,0.422650584146038,0.74513521496686,"LINE","NS",0.374018526448828
"LINE:L1:L1ME1",54871.1124050257,0.129085205939274,0.0768904290062565,1.67882020698273,0.0931870891945734,0.418455253305152,"LINE","NS",1.03064425374
"LINE:L1:L1ME2",21765.8983252644,0.13308946524926,0.0791225890080029,1.68206661230206,0.0925559237456118,0.417319369514071,"LINE","NS",1.03359578039349
"LINE:L1:L1ME2z",15233.5116718167,0.131202505556992,0.0884357598046939,1.48359109309115,0.137917433763106,0.488821524727808,"LINE","NS",0.860380832384292
"LINE:L1:L1ME3",17952.8021052417,0.178144840235862,0.075975319304041,2.34477251122769,0.0190386918861427,0.206127012605922,"LINE","NS",1.72036289450965
"LINE:L1:L1ME3A",30405.0463017737,0.131566905705666,0.0671872058623238,1.95821368096875,0.0502049444575205,0.323214294275982,"LINE","NS",1.29925350905274
"LINE:L1:L1ME3B",18365.1517804217,0.141309180551239,0.0727153423683734,1.94332001952727,0.0519775041229324,0.32722402829245,"LINE","NS",1.28418457846452
"LINE:L1:L1ME3C",3857.15124751576,0.163364898137284,0.0925222454899268,1.76568237478705,0.0774491513667923,0.390348001847272,"LINE","NS",1.11098333657151
"LINE:L1:L1ME3Cz",18895.7531640439,0.12130451236813,0.075451809005034,1.60770846938921,0.10789904279404,0.442897863201436,"LINE","NS",0.966982408061394
"LINE:L1:L1ME3D",8359.28486664898,0.0664900282834577,0.0590460976281834,1.12606981586064,0.260135969064152,0.620311483912252,"LINE","NS",0.584799593647806
"LINE:L1:L1ME3E",7319.6550752035,0.131073879188774,0.0673056122959076,1.94744352985766,0.0514815836401171,0.326206249629393,"LINE","NS",1.28834810210204
"LINE:L1:L1ME3F",7824.46450761148,0.140066990104747,0.0789174809863525,1.77485378846505,0.0759220322606007,0.38763046833487,"LINE","NS",1.11963217534694
"LINE:L1:L1ME3G",24461.6303053505,0.133079020031976,0.0736539805183073,1.80681368604238,0.0707913340582454,0.375570773449458,"LINE","NS",1.15001990334179
"LINE:L1:L1ME4a",51345.461593808,0.0966394967842868,0.0621926534540334,1.55387318947105,0.120214668052571,0.462699601478025,"LINE","NS",0.920042538442753
"LINE:L1:L1ME4b",45066.760636277,0.120508257170333,0.0717443731616021,1.67968931722201,0.093017779355871,0.418297498727087,"LINE","NS",1.03143403275617
"LINE:L1:L1ME4c",15345.2677989846,0.101831593094316,0.0718189114944883,1.41789385240307,0.15622175749537,0.513515172597609,"LINE","NS",0.806258480688285
"LINE:L1:L1ME5",4655.37325385348,0.0724053256330985,0.0569375391835224,1.2716623632033,0.203493108515662,0.56851825390486,"LINE","NS",0.691450293978313
"LINE:L1:L1MEa",760.127161979378,-0.106378551559264,0.0984967715377761,-1.08002069406372,0.280132965069136,0.639157875031124,"LINE","NS",0.552635781911071
"LINE:L1:L1MEb",1700.6603160801,0.116739730100342,0.0928298311028423,1.25756697726845,0.208548402364565,0.573296007404172,"LINE","NS",0.680793132823238
"LINE:L1:L1MEc",24105.4508829233,0.134181992032017,0.0874256812931095,1.53481208321556,0.124829993853744,0.469689474659481,"LINE","NS",0.903681050870752
"LINE:L1:L1MEd",29070.6858496018,0.167446602614604,0.0803311653156444,2.08445379768435,0.0371189086775037,0.283243199005042,"LINE","NS",1.43040480083425
"LINE:L1:L1MEf",18318.4838896995,0.197331603018627,0.0829988319921076,2.3775226504078,0.0174293724981423,0.196382008874813,"LINE","NS",1.75871824831742
"LINE:L1:L1MEg",23965.8870599602,0.129182395416265,0.0779578656751634,1.65707968397371,0.0975033659566211,0.42534401310935,"LINE","NS",1.01098039157167
"LINE:L1:L1MEg1",1178.33453682281,0.066998473786058,0.0801146883832765,0.836282024408942,0.402996263232329,0.73284568219729,"LINE","NS",0.394698980819445
"LINE:L1:L1MEg2",859.858483146691,0.0481518045206591,0.0804191651671135,0.598760313174082,0.549332730929587,0.82010114774393,"LINE","NS",0.26016452360996
"LINE:L1:L1MEh",2971.99154140224,0.0928059611801305,0.0684510108899879,1.35580117771066,0.175162436505373,0.535495753022878,"LINE","NS",0.756559022411864
"LINE:L1:L1MEi",5510.74564628773,0.148064324985162,0.0899999128057551,1.64516076037458,0.0999366631963415,0.429941830165328,"LINE","NS",1.00027515538982
"LINE:L1:L1MEj",2925.8366296722,0.191099966060647,0.0998365630727915,1.9141280526786,0.0556037959065723,0.337221071126704,"LINE","NS",1.25489555940704
"LINE:L1:L1P",22.809231295096,0.315514330031562,0.135005293772857,2.33705154230771,0.019436504215252,0.208748315334035,"LINE","NS",1.71138184314159
"LINE:L1:L1P1",7040.33435035342,0.107765748321275,0.0870242677623237,1.23834133963183,0.215589521478068,0.580280418878416,"LINE","NS",0.666372351439124
"LINE:L1:L1P2",4938.47169548761,0.147012847395092,0.0881688992326569,1.66740028144346,0.0954348379538535,0.422936708765137,"LINE","NS",1.02029305958065
