"pathway","pval","padj","log2err","ES","NES","size","leadingEdge","gs_clean","neglog10padj"
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",5.55449697735488e-18,2.77724848867744e-16,1.0959292864312,-0.5541951952712,-2.51275218576662,184,
